cik	companyname	adsh	date	tag	label	value	report	datatype
1118417	MODEL N, INC.	0001118417-21-000166	20210930	IncomeTaxExpenseBenefit	Total provision for income taxes	769000.0000	https://www.sec.gov/Archives/edgar/data/1118417/000111841721000166/R74.htm	monetary	
857005	PTC INC.	0001564590-21-057806	20200930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal tax benefit	-0.0200	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	percent	
823277	CHS INC	0000823277-21-000044	20210831	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State and local income taxes, net of federal income tax benefit	-0.0260	https://www.sec.gov/Archives/edgar/data/823277/000082327721000044/R73.htm	percent	
21510	COHERENT INC	0000021510-21-000060	20200930	IncomeTaxReconciliationNondeductibleExpenseOther	Deferred compensation	-564000.0000	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	monetary	
897723	SANMINA CORP	0000897723-21-000028	20200930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.3041	https://www.sec.gov/Archives/edgar/data/897723/000089772321000028/R68.htm	percent	
21510	COHERENT INC	0000021510-21-000060	20200930	IncomeTaxReconciliationTaxCreditsResearch	Research and development credit	4350000.0000	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	monetary	
823277	CHS INC	0000823277-21-000044	20210831	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other	-0.0260	https://www.sec.gov/Archives/edgar/data/823277/000082327721000044/R73.htm	percent	
1581280	TWIST BIOSCIENCE CORP	0001104659-21-142700	20210930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Tax expense computed at the federal statutory rate	0.2100	https://www.sec.gov/Archives/edgar/data/1581280/000110465921142700/R61.htm	percent	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-21-000052	20190930	EffectiveIncomeTaxRateReconciliationBaseErosionAndAntiAbuseTaxAmount	Base erosion and anti-abuse tax	2880000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/R106.htm	monetary	
857005	PTC INC.	0001564590-21-057806	20200930	EffectiveIncomeTaxRateReconciliationTaxCreditsResearch	Federal research and development credits	0.0400	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	percent	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20210930	EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount	Stock-based compensation	-498000.0000	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	monetary	
859737	HOLOGIC INC	0000859737-21-000023	20190930	EffectiveIncomeTaxRateReconciliationBenefitExpenseResearchAndDevelopment	Tax credits	0.0330	https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/R83.htm	percent	
1314727	SONOS INC	0001314727-21-000039	20190930	IncomeTaxExpenseBenefit	Provision for income taxes	3690000.0000	https://www.sec.gov/Archives/edgar/data/1314727/000131472721000039/R69.htm	monetary	
814547	FAIR ISAAC CORP	0000814547-21-000019	20200930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Effective Income Tax Rate Reconciliation at Federal Statutory Income Tax Rate, Amount	53970000.0000	https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/R83.htm	monetary	
1346022	ENERTOPIA CORP.	0001062993-21-010561	20210831	IncomeTaxReconciliationNondeductibleExpense	Non-deductible items	62515.0000	https://www.sec.gov/Archives/edgar/data/1346022/000106299321010561/R39.htm	monetary	
21510	COHERENT INC	0000021510-21-000060	20210930	IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses	Goodwill impairment	0.0000	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	monetary	
1346022	ENERTOPIA CORP.	0001062993-21-010561	20200831	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Expected income tax expense (recovery)	-7168.0000	https://www.sec.gov/Archives/edgar/data/1346022/000106299321010561/R39.htm	monetary	
785786	PLEXUS CORP	0000785786-21-000082	20210930	EffectiveIncomeTaxRateReconciliationWithholdingTaxonDividends	Withholding tax on dividends	0.0290	https://www.sec.gov/Archives/edgar/data/785786/000078578621000082/R59.htm	percent	
1378992	BERRY GLOBAL GROUP, INC.	0001140361-21-038583	20200930	IncomeTaxExpenseBenefit	Expense for income taxes	154000000.0000	https://www.sec.gov/Archives/edgar/data/1378992/000114036121038583/R53.htm	monetary	
785786	PLEXUS CORP	0000785786-21-000082	20200930	EffectiveIncomeTaxRateReconciliationNondeductibleExpense	Permanent differences	-0.0260	https://www.sec.gov/Archives/edgar/data/785786/000078578621000082/R59.htm	percent	
857005	PTC INC.	0001564590-21-057806	20200930	EffectiveIncomeTaxReconciliationGILTIAmount	GILTI, net of foreign tax credits	14899000.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	monetary	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20190930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Income tax (expense) benefit at the federal statutory rate of 21%	234000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
1024478	ROCKWELL AUTOMATION, INC	0001024478-21-000083	20210930	EffectiveIncomeTaxRateReconciliationExcessIncomeTaxBenefitfromSharebasedCompensation	Share-based compensation	-0.0110	https://www.sec.gov/Archives/edgar/data/1024478/000102447821000083/R102.htm	percent	
50725	GRIFFON CORP	0000050725-21-000068	20200930	EffectiveIncomeTaxRateContinuingOperations	Effective tax provision (benefit) rate	0.3820	https://www.sec.gov/Archives/edgar/data/50725/000005072521000068/R82.htm	percent	
1782754	AZEK CO INC.	0001564590-21-057997	20200930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Income tax benefit / federal statutory rate	-27407000.0000	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	monetary	
859737	HOLOGIC INC	0000859737-21-000023	20190930	EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings	U.S. tax on foreign earnings	0.0210	https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/R83.htm	percent	
884614	UGI CORP /PA/	0000884614-21-000065	20200930	EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance	Valuation allowance adjustments	0.0000	https://www.sec.gov/Archives/edgar/data/884614/000088461421000065/R85.htm	percent	
1782754	AZEK CO INC.	0001564590-21-057997	20200930	IncomeTaxExpenseBenefit	Income tax expense (benefit)	-8278000.0000	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	monetary	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20190930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Computed income taxes at statutory rate	6627000.0000	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	monetary	
1140859	AMERISOURCEBERGEN CORP	0001140859-21-000058	20200930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other, net	0.0010	https://www.sec.gov/Archives/edgar/data/1140859/000114085921000058/R59.htm	percent	
21510	COHERENT INC	0000021510-21-000060	20210930	EffectiveIncomeTaxReconciliationFDIIDeduction	FDII deduction	-2791000.0000	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	monetary	
859737	HOLOGIC INC	0000859737-21-000023	20190930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal benefit	-0.0070	https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/R83.htm	percent	
731802	ATMOS ENERGY CORP	0000731802-21-000040	20200930	IncomeTaxExpenseBenefit	Income tax expense (benefit)	145353000.0000	https://www.sec.gov/Archives/edgar/data/731802/000073180221000040/R92.htm	monetary	
1140859	AMERISOURCEBERGEN CORP	0001140859-21-000058	20200930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Foreign tax rate differential	0.0100	https://www.sec.gov/Archives/edgar/data/1140859/000114085921000058/R59.htm	percent	
1024478	ROCKWELL AUTOMATION, INC	0001024478-21-000083	20210930	EffectiveIncomeTaxRateReconciliationTaxCreditsResearch	Research and development tax credit	0.0060	https://www.sec.gov/Archives/edgar/data/1024478/000102447821000083/R102.htm	percent	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20190930	IncomeTaxReconciliationForeignIncomeTaxRateDifferential	Foreign tax rate differential	1471000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
1368458	SALLY BEAUTY HOLDINGS, INC.	0001564590-21-057810	20200930	EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarningsAdjustments	Deemed repatriation tax	0.0020	https://www.sec.gov/Archives/edgar/data/1368458/000156459021057810/R85.htm	percent	
1782754	AZEK CO INC.	0001564590-21-057997	20200930	IncomeTaxReconciliationOtherReconcilingItems	Other	22000.0000	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	monetary	
785786	PLEXUS CORP	0000785786-21-000082	20200930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Foreign tax rate differences	-0.2400	https://www.sec.gov/Archives/edgar/data/785786/000078578621000082/R59.htm	percent	
857005	PTC INC.	0001564590-21-057806	20190930	EffectiveIncomeTaxReconciliationBEATPercent	BEAT	0.0900	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	percent	
1493594	MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	0001493594-21-000079	20190930	EffectiveIncomeTaxRateReconciliationWarrantLiabilities	Warrant liability	0.0000	https://www.sec.gov/Archives/edgar/data/1493594/000149359421000079/R95.htm	percent	
1613665	GREAT WESTERN BANCORP, INC.	0001613665-21-000052	20210930	IncomeTaxReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal benefit	9663000.0000	https://www.sec.gov/Archives/edgar/data/1613665/000161366521000052/R104.htm	monetary	
108312	WOODWARD, INC.	0001564590-21-057773	20200930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Statutory tax rate	0.2100	https://www.sec.gov/Archives/edgar/data/108312/000156459021057773/R119.htm	percent	
884614	UGI CORP /PA/	0000884614-21-000065	20190930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal benefit	0.0360	https://www.sec.gov/Archives/edgar/data/884614/000088461421000065/R85.htm	percent	
1378992	BERRY GLOBAL GROUP, INC.	0001140361-21-038583	20200930	IncomeTaxReconciliationOtherAdjustments	Other	6000000.0000	https://www.sec.gov/Archives/edgar/data/1378992/000114036121038583/R53.htm	monetary	
785956	J&J SNACK FOODS CORP	0001437749-21-027317	20190930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Income taxes at federal statutory rates	26581000.0000	https://www.sec.gov/Archives/edgar/data/785956/000143774921027317/R59.htm	monetary	
46765	HELMERICH & PAYNE, INC.	0000046765-21-000044	20210930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.2350	https://www.sec.gov/Archives/edgar/data/46765/000004676521000044/R69.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-21-000153	20210930	IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance	Valuation allowance	-11620000.0000	https://www.sec.gov/Archives/edgar/data/56978/000005697821000153/R78.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-21-000052	20210930	IncomeTaxExpenseBenefit	Provision (benefit) for income taxes	5408000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/R106.htm	monetary	
1732845	WESTROCK CO	0001564590-21-057778	20200930	EffectiveIncomeTaxRateReconciliationForeignDerivedIntangibleIncomePercent	FDII	0.0130	https://www.sec.gov/Archives/edgar/data/1732845/000156459021057778/R78.htm	percent	
913760	STONEX GROUP INC.	0000913760-21-000189	20190930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	GILTI	0.0220	https://www.sec.gov/Archives/edgar/data/913760/000091376021000189/R104.htm	percent	
823277	CHS INC	0000823277-21-000044	20190831	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	-0.0150	https://www.sec.gov/Archives/edgar/data/823277/000082327721000044/R73.htm	percent	
1584509	ARAMARK	0001584509-21-000256	20200930	EffectiveIncomeTaxRateReconciliationTaxCreditsOther	Tax credits & other	-0.0090	https://www.sec.gov/Archives/edgar/data/1584509/000158450921000256/R95.htm	percent	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20190930	EffectiveIncomeTaxRateReconciliationUncertainTaxPositionsAmount	Uncertain tax positions	1700000.0000	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	monetary	
2969	AIR PRODUCTS & CHEMICALS INC /DE/	0000002969-21-000055	20190930	EffectiveIncomeTaxRateContinuingOperations	Effective Tax Rate	0.2100	https://www.sec.gov/Archives/edgar/data/2969/000000296921000055/R128.htm	percent	
1613665	GREAT WESTERN BANCORP, INC.	0001613665-21-000052	20210930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Income tax expense computed at the statutory rate	55077000.0000	https://www.sec.gov/Archives/edgar/data/1613665/000161366521000052/R104.htm	monetary	
1378992	BERRY GLOBAL GROUP, INC.	0001140361-21-038583	20200930	IncomeTaxReconciliationDispositionOfBusiness	Sale of subsidiary	0.0000	https://www.sec.gov/Archives/edgar/data/1378992/000114036121038583/R53.htm	monetary	
1308547	DOLBY LABORATORIES, INC.	0001628280-21-023630	20210930	EffectiveIncomeTaxRateReconciliationTaxExemptIncome	Tax exempt interest	0.0220	https://www.sec.gov/Archives/edgar/data/1308547/000162828021023630/R89.htm	percent	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20190930	EffectiveIncomeTaxRateContinuingOperations	Total, rate	0.2270	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	percent	
1445942	TEXAS MINERAL RESOURCES CORP.	0001387131-21-011603	20200831	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Income tax (expense) benefit at 21% statutory rate	239574.0000	https://www.sec.gov/Archives/edgar/data/1445942/000138713121011603/R35.htm	monetary	
1350593	MUELLER WATER PRODUCTS, INC.	0001350593-21-000061	20190930	IncomeTaxReconciliationTaxCredits	Tax Credits	1800000.0000	https://www.sec.gov/Archives/edgar/data/1350593/000135059321000061/R58.htm	monetary	
1445942	TEXAS MINERAL RESOURCES CORP.	0001387131-21-011603	20210831	IncomeTaxExpenseBenefit	Income Tax Expense (Benefit)		https://www.sec.gov/Archives/edgar/data/1445942/000138713121011603/R35.htm	monetary	
108312	WOODWARD, INC.	0001564590-21-057773	20210930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Statutory tax rate	0.2100	https://www.sec.gov/Archives/edgar/data/108312/000156459021057773/R119.htm	percent	
1368458	SALLY BEAUTY HOLDINGS, INC.	0001564590-21-057810	20200930	EffectiveIncomeTaxRateReconciliationForeignValuationAllowance	Foreign valuation allowances	0.0460	https://www.sec.gov/Archives/edgar/data/1368458/000156459021057810/R85.htm	percent	
807882	JACK IN THE BOX INC /NEW/	0000807882-21-000016	20190930	EffectiveIncomeTaxRateReconciliationReleaseofFederalTaxLiabilityPercent	Release of federal tax liability	0.0060	https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/R77.htm	percent	
1584509	ARAMARK	0001584509-21-000256	20190930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	United States statutory income tax rate	0.2100	https://www.sec.gov/Archives/edgar/data/1584509/000158450921000256/R95.htm	percent	
1024478	ROCKWELL AUTOMATION, INC	0001024478-21-000083	20210930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.1190	https://www.sec.gov/Archives/edgar/data/1024478/000102447821000083/R102.htm	percent	
1118417	MODEL N, INC.	0001118417-21-000166	20190930	EffectiveIncomeTaxRateReconciliationCompensationForCoveredEmployees	Section 162(m)	168000.0000	https://www.sec.gov/Archives/edgar/data/1118417/000111841721000166/R74.htm	monetary	
857005	PTC INC.	0001564590-21-057806	20210930	EffectiveIncomeTaxRateReconciliationExcessTaxBenefitsfromRestrictedStockAmount	Excess tax benefits from restricted stock	-6141000.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	monetary	
854775	DIGI INTERNATIONAL INC	0000854775-21-000018	20200930	IncomeTaxReconciliationDeductionsOther	U.S. deduction for foreign export sales	355000.0000	https://www.sec.gov/Archives/edgar/data/854775/000085477521000018/R79.htm	monetary	
1353970	CHINA XD PLASTICS CO LTD	0001493152-21-028658	20201231	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	-0.0330	https://www.sec.gov/Archives/edgar/data/1353970/000149315221028658/R96.htm	percent	
1782754	AZEK CO INC.	0001564590-21-057997	20210930	IncomeTaxReconciliationTaxCreditsResearch	Federal research and development credit	1829000.0000	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	monetary	
1670541	ADIENT PLC	0001670541-21-000133	20190930	IncomeTaxReconciliationForeignIncomeTaxRateDifferential	Foreign tax rate differential	-109000000.0000	https://www.sec.gov/Archives/edgar/data/1670541/000167054121000133/R97.htm	monetary	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20210930	EffectiveIncomeTaxReconciliationForeignDerivedIntangibleIncomeTaxAmount	Foreign-Derived Intangible Income tax	-563000.0000	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	monetary	
1744489	WALT DISNEY CO	0001744489-21-000220	20200930	EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses	Goodwill Impairment	-0.4110	https://www.sec.gov/Archives/edgar/data/1744489/000174448921000220/R92.htm	percent	
1177648	ENANTA PHARMACEUTICALS INC	0000950170-21-004895	20210930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	-0.2660	https://www.sec.gov/Archives/edgar/data/1177648/000095017021004895/R66.htm	percent	
915840	BEAZER HOMES USA INC	0000915840-21-000055	20210930	IncomeTaxReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal benefit	1564000.0000	https://www.sec.gov/Archives/edgar/data/915840/000091584021000055/R74.htm	monetary	
1378992	BERRY GLOBAL GROUP, INC.	0001140361-21-038583	20200930	EffectiveIncomeTaxRateReconciliationWithholdingTaxesAmount	Withholding taxes	15000000.0000	https://www.sec.gov/Archives/edgar/data/1378992/000114036121038583/R53.htm	monetary	
857005	PTC INC.	0001564590-21-057806	20210930	IncomeTaxExpenseBenefit	Total provision (benefit) for income taxes	-85168000.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	monetary	
1584509	ARAMARK	0001584509-21-000256	20190930	EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance	Foreign tax credit valuation allowance	-0.0230	https://www.sec.gov/Archives/edgar/data/1584509/000158450921000256/R95.htm	percent	
823277	CHS INC	0000823277-21-000044	20210831	EffectiveIncomeTaxRateRateReconciliationPatronageEarnings	Patronage earnings	-0.1140	https://www.sec.gov/Archives/edgar/data/823277/000082327721000044/R73.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-21-000153	20200930	IncomeTaxExpenseBenefit	Income tax expenses / (benefit)	11998000.0000	https://www.sec.gov/Archives/edgar/data/56978/000005697821000153/R76.htm	monetary	
1048695	F5, INC.	0001048695-21-000044	20200930	IncomeTaxReconciliationStateAndLocalIncomeTaxes	State taxes, net of federal benefit	4258000.0000	https://www.sec.gov/Archives/edgar/data/1048695/000104869521000044/R75.htm	monetary	
1744489	WALT DISNEY CO	0001744489-21-000220	20200930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other, including tax reserves and related interest	0.0480	https://www.sec.gov/Archives/edgar/data/1744489/000174448921000220/R92.htm	percent	
1314727	SONOS INC	0001314727-21-000039	20210930	IncomeTaxReconciliationChangeInEnactedTaxRate	Change in tax rate	-2681000.0000	https://www.sec.gov/Archives/edgar/data/1314727/000131472721000039/R69.htm	monetary	
1493594	MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	0001493594-21-000079	20200930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other permanent differences	-0.0090	https://www.sec.gov/Archives/edgar/data/1493594/000149359421000079/R95.htm	percent	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20200930	IncomeTaxExpenseBenefit	(Benefit)/provision for income taxes	600000.0000	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	monetary	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20210930	IncomeTaxExpenseBenefit	Income taxes	10080000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
1368458	SALLY BEAUTY HOLDINGS, INC.	0001564590-21-057810	20210930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal tax benefit	0.0300	https://www.sec.gov/Archives/edgar/data/1368458/000156459021057810/R85.htm	percent	
10795	BECTON DICKINSON & CO	0000010795-21-000091	20200930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State and local income taxes, net of federal tax benefit	-0.0190	https://www.sec.gov/Archives/edgar/data/10795/000001079521000091/R94.htm	percent	
1718227	CONSTRUCTION PARTNERS, INC.	0001718227-21-000107	20210930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Provision for income tax at federal statutory rate	5990000.0000	https://www.sec.gov/Archives/edgar/data/1718227/000171822721000107/R90.htm	monetary	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20200930	IncomeTaxExpenseBenefit	Income taxes	7371000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
1314727	SONOS INC	0001314727-21-000039	20210930	IncomeTaxReconciliationOtherAdjustments	Other	-565000.0000	https://www.sec.gov/Archives/edgar/data/1314727/000131472721000039/R69.htm	monetary	
1368458	SALLY BEAUTY HOLDINGS, INC.	0001564590-21-057810	20210930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Effect of foreign operations	0.0080	https://www.sec.gov/Archives/edgar/data/1368458/000156459021057810/R85.htm	percent	
887733	CENTRAL GARDEN & PET CO	0000887733-21-000016	20200930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Statutory federal income tax rate	0.2100	https://www.sec.gov/Archives/edgar/data/887733/000088773321000016/R85.htm	percent	
854775	DIGI INTERNATIONAL INC	0000854775-21-000018	20200930	EffectiveIncomeTaxRateReconciliationGILTI	Global intangible low-taxed income	31000.0000	https://www.sec.gov/Archives/edgar/data/854775/000085477521000018/R79.htm	monetary	
1718227	CONSTRUCTION PARTNERS, INC.	0001718227-21-000107	20210930	IncomeTaxReconciliationOtherAdjustments	Other	47000.0000	https://www.sec.gov/Archives/edgar/data/1718227/000171822721000107/R90.htm	monetary	
1126956	SPIRE INC	0001564590-21-057844	20210930	EffectiveIncomeTaxRateReconciliationAmortizationOfExcessDeferredTaxesPercent	Amortization of excess deferred taxes	0.0000	https://www.sec.gov/Archives/edgar/data/1126956/000156459021057844/R80.htm	percent	
1782754	AZEK CO INC.	0001564590-21-057997	20190930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Income tax benefit / federal statutory rate	0.2100	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	percent	
10795	BECTON DICKINSON & CO	0000010795-21-000091	20200930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other, net	0.0190	https://www.sec.gov/Archives/edgar/data/10795/000001079521000091/R94.htm	percent	
1353970	CHINA XD PLASTICS CO LTD	0001493152-21-028658	20201231	EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes	True-up prior year's tax filing	-0.0420	https://www.sec.gov/Archives/edgar/data/1353970/000149315221028658/R96.htm	percent	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-21-000052	20190930	IncomeTaxReconciliationCapitalLoss	Capital (losses) gains	-180133000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/R106.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-21-000052	20210930	IncomeTaxReconciliationOtherAdjustments	Other	133000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/R106.htm	monetary	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20200930	EffectiveIncomeTaxRateReconciliationRestructuringPercent	Tax structuring	0.0000	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	pure	
108312	WOODWARD, INC.	0001564590-21-057773	20200930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal tax benefit	0.0030	https://www.sec.gov/Archives/edgar/data/108312/000156459021057773/R119.htm	percent	
1350593	MUELLER WATER PRODUCTS, INC.	0001350593-21-000061	20190930	IncomeTaxExpenseBenefit	Income tax expense (benefit)	18300000.0000	https://www.sec.gov/Archives/edgar/data/1350593/000135059321000061/R58.htm	monetary	
50725	GRIFFON CORP	0000050725-21-000068	20190930	EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost	Share based compensation	0.0060	https://www.sec.gov/Archives/edgar/data/50725/000005072521000068/R82.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-21-000153	20190930	EffectiveIncomeTaxRateReconciliationTaxCutandJobsAct2017DeferredTaxAssets	Remeasurement of deferred taxes	5480000.0000	https://www.sec.gov/Archives/edgar/data/56978/000005697821000153/R78.htm	monetary	
1126956	SPIRE INC	0001564590-21-057844	20200930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other items net	-0.0020	https://www.sec.gov/Archives/edgar/data/1126956/000156459021057844/R80.htm	percent	
825542	SCOTTS MIRACLE-GRO CO	0001546380-21-000037	20190930	EffectiveIncomeTaxRateReconciliationTaxCreditsResearch	Research and Experimentation and other federal tax credits	0.0030	https://www.sec.gov/Archives/edgar/data/825542/000154638021000037/R109.htm	percent	
807882	JACK IN THE BOX INC /NEW/	0000807882-21-000016	20200930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.2680	https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/R77.htm	percent	
814547	FAIR ISAAC CORP	0000814547-21-000019	20190930	IncomeTaxReconciliationForeignIncomeTaxRateDifferential	Effective Income Tax Rate Reconciliation, Foreign Income Tax Rate Differential, Amount	839000.0000	https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/R83.htm	monetary	
859737	HOLOGIC INC	0000859737-21-000023	20210930	EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance	Change in valuation allowance	0.0000	https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/R83.htm	percent	
63296	MATTHEWS INTERNATIONAL CORP	0000063296-21-000107	20190930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Foreign statutory taxes compared to federal statutory rate	-0.0080	https://www.sec.gov/Archives/edgar/data/63296/000006329621000107/R86.htm	percent	
731802	ATMOS ENERGY CORP	0000731802-21-000040	20190930	IncomeTaxExpenseBenefit	Income tax expense (benefit)	88168000.0000	https://www.sec.gov/Archives/edgar/data/731802/000073180221000040/R92.htm	monetary	
